ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_4164	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	ventosae	100	100	100	100	100	100	62
Seq_4165	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	vibrioides	100	100	100	100	100	100	91
Seq_4166	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	jaspsi	100	100	100	100	100	96	55
Seq_4167	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	70	65	10	9	9	6
Seq_4168	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	equorum	100	100	100	100	100	100	62
Seq_4169	Bacteria	Chloroflexi	Chloroflexia	Thermobaculales	Thermobaculaceae	Thermobaculum	NA	100	84	74	74	74	74	74
Seq_4170	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	99	80
Seq_4171	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	95
Seq_4172	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA	100	100	100	100	100	99	74
Seq_4173	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_4174	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	NA	100	100	100	100	100	100	100
Seq_4175	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA	100	97	96	94	27	22	6
Seq_4176	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Actinotalea	NA	100	100	100	100	99	99	99
Seq_4177	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	NA	100	100	100	100	100	100	99
Seq_4178	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	NA	100	100	100	100	96	95	69
Seq_4179	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	100	99	99	99	99	94	93
Seq_4180	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	88	88
Seq_4181	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	98	80	57	54	54	54	54
Seq_4182	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	varians	100	100	100	100	100	100	58
Seq_4183	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	100	100	100	100	100	99	99
Seq_4184	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya EcFYyyy-00	NA	100	100	100	100	100	100	99
Seq_4185	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	wuhouensis	100	100	100	100	100	100	51
Seq_4186	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	stearothermophilus	100	100	100	100	100	100	50
Seq_4187	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	aerilata	100	100	100	100	100	99	79
Seq_4188	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	100
Seq_4189	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	NA	100	100	100	100	100	90	90
Seq_4190	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA	100	97	97	91	91	26	20
Seq_4191	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	94	94
Seq_4192	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	corynebacterioides	100	100	100	100	100	100	100
Seq_4193	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	84	81	79	77	77	77
Seq_4194	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	100	100	100	100	100	100	100
Seq_4195	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	thermarum	100	100	100	100	100	100	95
Seq_4196	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	90	4
Seq_4197	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	NA	NA	100	100	100	100	50	47	47
Seq_4198	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	NA	100	100	100	100	100	84	83
Seq_4199	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	NA	100	100	100	100	100	97	97
Seq_4200	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya EcFYyyy-00	NA	100	100	100	100	100	100	99
Seq_4201	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	100	100	100	100	100	41	41
Seq_4202	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	88	7
Seq_4203	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA	100	100	100	100	100	100	27
Seq_4204	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	NA	100	100	100	100	100	100	54
Seq_4205	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	93	11
Seq_4206	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	95	9
Seq_4207	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	100	100	100	100	100	100
Seq_4208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	99	99	99	89
Seq_4209	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	65
Seq_4210	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Tepidiphilus	NA	100	100	100	100	100	100	100
Seq_4211	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	98	95
Seq_4212	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Finegoldia	NA	NA	100	100	100	100	100	100	100
Seq_4213	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA	100	98	98	98	98	98	98
Seq_4214	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	aureus	100	100	100	100	100	100	59
Seq_4215	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA	100	100	100	100	100	99	99
Seq_4216	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	99	99	99	18
Seq_4217	Bacteria	Firmicutes	Bacilli	Thermicanales	Thermicanaceae	Thermicanus	NA	100	100	100	100	100	100	81
Seq_4218	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	98	97	97	97
Seq_4219	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	thermarum	100	100	100	100	100	100	85
Seq_4220	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	90	9
Seq_4221	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA	100	100	100	100	100	71	71
Seq_4222	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA	100	100	100	100	66	66	66
Seq_4223	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA	100	100	100	98	50	50	50
Seq_4224	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	100	100	100	100
Seq_4225	Bacteria	Chloroflexi	NA	NA	NA	NA	NA	99	57	21	19	19	19	19
Seq_4226	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	aquatica	100	100	100	100	99	73	59
Seq_4227	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	99	99	96	9
Seq_4228	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	100	100	100	100	100	35	35
Seq_4229	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_4230	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya EcFYyyy-00	NA	100	100	100	100	100	100	98
Seq_4231	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	99	13
Seq_4232	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	osloensis	100	100	100	100	100	63	63
Seq_4233	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	100	100	96	95	95	95
Seq_4234	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	100	100	100	100	100	100	100
Seq_4235	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	100	100	100	100	100	100	100
Seq_4236	Bacteria	Chloroflexi	Chloroflexia	Thermobaculales	Thermobaculaceae	Thermobaculum	NA	100	100	100	100	100	100	100
Seq_4237	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	99	99	99	99	99	99
Seq_4238	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	100
Seq_4239	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	100	100	100	100	100	100	100
Seq_4240	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	100	100	100	100	100	100
Seq_4241	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA	100	100	100	100	100	98	98
Seq_4242	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	100	100	100	100	100	100
Seq_4243	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	97	64	39	39	39	39	39
Seq_4244	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	nosocomialis	100	100	100	100	100	100	52
Seq_4245	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	54	54	54
Seq_4246	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	NA	NA	100	100	100	100	89	89	89
Seq_4247	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	vesicularis	100	100	100	100	100	100	58
Seq_4248	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	thermoleovorans	100	100	100	100	100	100	93
Seq_4249	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	100	100	100	100	100	91	31
Seq_4250	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_4251	Bacteria	Deinococcota	Deinococci	NA	NA	NA	NA	99	62	62	42	42	14	9
Seq_4252	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA	100	100	100	100	100	100	100
Seq_4253	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	NA	100	100	100	100	100	96	80
Seq_4254	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA	100	100	100	96	95	79	50
Seq_4255	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	ureicelerivorans	100	100	100	100	100	100	91
Seq_4256	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	rhizophila	100	100	100	100	98	91	70
Seq_4257	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	NA	NA	100	98	98	98	55	45	45
Seq_4258	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	stagni	100	100	100	100	100	100	86
Seq_4259	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100	100
Seq_4260	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	haemolyticus	100	100	100	100	100	100	69
Seq_4261	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	NA	100	100	100	100	100	84	84
Seq_4262	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA	100	100	100	100	100	100	91
Seq_4263	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100	100
Seq_4264	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	99	98	98	98	98	98
Seq_4265	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	marinquilinus	100	100	100	100	100	100	50
Seq_4266	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_4267	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	100	100	100	100	100	99	70
Seq_4268	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	99	99	99	93	74
Seq_4269	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	NA	100	100	100	100	97	84	83
Seq_4270	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	NA	NA	100	100	100	100	98	98	98
Seq_4271	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	faeni	100	100	100	100	100	100	100
Seq_4272	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	saxobsidens	100	100	100	100	100	98	97
Seq_4273	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexus	NA	NA	100	100	100	100	100	100	100
Seq_4274	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	NA	100	100	100	100	100	100	100
Seq_4275	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	monocytogenes	100	100	100	100	100	100	78
Seq_4276	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	NA	100	100	100	100	100	100	91
Seq_4277	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	fusca	100	100	100	100	100	100	54
Seq_4278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	100	100	100	100	99	76	53
Seq_4279	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	100	100	100	100	100	92	91
Seq_4280	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	85	81	81	79	79	79
Seq_4281	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	91	91	91	91
Seq_4282	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	100	100	100	100	100	100	100
Seq_4283	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	100	100
Seq_4284	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA	100	100	100	100	100	94	94
Seq_4285	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	sanguinegens	100	100	100	100	100	92	77
Seq_4286	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	NA	100	100	100	100	100	100	100
Seq_4287	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	98	51
Seq_4288	Bacteria	NA	NA	NA	NA	NA	NA	88	30	7	7	7	7	7
Seq_4289	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	NA	100	100	100	88	88	71	71
Seq_4290	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya EcFYyyy-00	NA	100	100	100	100	100	100	97
Seq_4291	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA	100	100	100	100	99	99	99
Seq_4292	Bacteria	NA	NA	NA	NA	NA	NA	100	40	40	40	40	40	40
Seq_4293	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA	100	100	100	100	100	100	100
Seq_4294	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	perfringens	100	100	100	100	100	100	100
Seq_4295	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA	100	99	99	99	99	99	99
Seq_4296	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	99	99	99	99	99	99
Seq_4297	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA	NA	100	100	100	100	100	100	100
Seq_4298	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	NA	100	100	100	100	100	100	100
Seq_4299	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	100	100	100	100	100	100
Seq_4300	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	gonensis	100	100	100	100	100	94	54
Seq_4301	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	denitrificans	100	100	100	100	100	92	51
Seq_4302	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	jejuni	100	100	100	100	100	100	72
Seq_4303	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	NA	100	100	100	100	100	96	43
Seq_4304	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	100	100	100	100	100	100	31
Seq_4305	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	NA	100	100	100	100	100	95	79
Seq_4306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	99	77
Seq_4307	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	100	100
Seq_4308	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	haemolyticus	100	100	100	100	100	100	75
Seq_4309	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	NA	100	100	100	100	100	100	100
Seq_4310	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	100	100	100	99
Seq_4311	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	100	100	100	100
Seq_4312	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100	100
Seq_4313	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	kroppenstedtii	100	100	100	100	100	100	100
Seq_4314	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA	100	100	100	100	100	38	38
Seq_4315	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	NA	100	100	100	100	100	78	30
Seq_4316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	95	8
Seq_4317	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	NA	100	100	100	100	100	100	100
Seq_4318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	96	14
Seq_4319	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	NA	100	100	100	100	100	100	40
Seq_4320	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	mexicana	100	100	100	100	100	100	93
Seq_4321	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	aquatica	100	100	100	100	100	75	67
Seq_4322	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	100	51
Seq_4323	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	96	95	92	36	32
Seq_4324	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	NA	100	100	100	100	100	94	94
Seq_4325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	100	100	66	66
Seq_4326	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100	100
Seq_4327	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	diminuta	100	100	100	100	100	100	79
Seq_4328	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	xylanexedens	100	100	100	100	100	100	71
Seq_4329	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA	100	100	100	100	99	99	99
Seq_4330	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	NA	100	100	100	100	97	74	15
Seq_4331	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	78	78
Seq_4332	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	100	96	95	95
Seq_4333	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	100	100	100	100	100	100	43
Seq_4334	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya EcFYyyy-00	NA	100	100	100	100	100	100	100
Seq_4335	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	100	100	100	100	100	100	100
Seq_4336	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA	100	100	100	100	100	94	94
Seq_4337	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA	100	100	100	100	100	100	93
Seq_4338	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	99	99	99	99	99	99
Seq_4339	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA	100	100	100	100	100	53	53
Seq_4340	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	95	57	57
Seq_4341	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	84	53	53	53	53	53
Seq_4342	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA	100	100	100	100	95	79	62
Seq_4343	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA	100	100	100	100	100	58	58
Seq_4344	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	johnsonii	100	100	100	100	100	100	69
Seq_4345	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya EcFYyyy-00	NA	100	100	100	100	100	100	100
Seq_4346	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	NA	100	100	100	100	100	100	49
Seq_4347	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	NA	NA	100	100	100	100	100	100	100
